央视,#genre#
CCTV13,http://171.124.177.38:9999/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://60.25.222.180:85/tsfile/live/81/1019.m3u8?key=txiptv
CCTV13,http://60.187.244.160:85/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14,http://123.120.0.171:4022/rtp/239.3.1.65:8132
CCTV14,http://113.25.105.225:10000/rtp/239.1.1.21:8021
CCTV14,http://123.14.80.113:9003/hls/14/index.m3u8
CCTV14,http://115.58.142.128:4000/rtp/225.1.4.80:1109
CCTV14,http://115.58.142.128:4000/rtp/225.1.4.14:1043
CCTV14,http://114.250.17.90:4022/rtp/239.3.1.65:8132
CCTV14,http://123.112.242.16:5555/rtp/239.3.1.65:8132
CCTV14,http://171.124.1.122:8083/rtp/226.0.2.166:9240
CCTV14,http://171.124.1.122:8083/rtp/226.0.2.31:8160
CCTV14,http://27.10.213.135:8005/rtp/225.0.4.128:7980
CCTV14,http://27.10.213.135:8005/rtp/225.0.4.10:7980
CCTV14,http://42.237.223.102:8899/rtp/225.1.4.80:1109
CCTV14,http://42.237.223.102:8899/rtp/225.1.4.14:1043
CCTV14,http://111.199.3.230:8686/rtp/239.3.1.65:8132
